id;uo;programa;acao;subacao;descricao_medida;descricao_produto;qtde_prevista orig;qtde_concedida;ind_meta_cumulativa;qtde_executada_até per;qtde exec orig;qtde exec red;qtde exec total (orig+red);eficácia final;valor_orcado;valor_emp orig;valor_liquid ;eficiência liq final;sequencia_sub_acao;Reforma
851;2302;117;2662;6;Percentual de execução;Projeto executado;70;0;S;26;26;0;26;0,371;2000000;2813645,47;927309,37;0,801;1990;Inalterada
852;2302;117;2662;7;Percentual de execução;Projeto executado;20;0;S;0;0;0;0;0;3450000;1799395,6;1799395,6;0;1991;Inalterada
853;2302;117;2662;9;Percentual de execução;Projeto executado;9;0;S;0;0;0;0;0;1245000;0;0;0;1993;Inalterada
854;2302;157;2690;1;Unidade;Consulta realizada;3500000;0;S;3827136;3827136;0;3827136;1,093;143479000;135422940,1;99889118,74;1,571;1723;Inalterada
855;2302;202;1371;6;Unidade;Unidades com serviço disponível;5;0;S;0;0;0;0;0;0;0;0;0;1194;Inalterada
856;2302;202;1371;6;Unidade;Unidades com serviço disponível;2;0;S;0;0;0;0;0;0;0;0;0;1195;Inalterada
857;2302;202;1371;6;Unidade;Unidades com serviço disponível;2;0;S;0;0;0;0;0;0;0;0;0;1196;Inalterada
858;2302;202;1371;6;Unidade;Unidades com serviço disponível;5;0;S;0;0;0;0;0;0;0;0;0;1197;Inalterada
859;2302;202;1371;6;Unidade;Unidades com serviço disponível;5;0;S;0;0;0;0;0;0;0;0;0;1198;Inalterada
860;2302;202;1371;6;Unidade;Unidades com serviço disponível;6;0;S;0;0;0;0;0;0;0;0;0;1199;Inalterada
861;2302;202;1371;6;Unidade;Unidades com serviço disponível;6;0;S;0;0;0;0;0;0;0;0;0;1200;Inalterada
862;2302;202;1371;6;Unidade;Unidades com serviço disponível;3;0;S;0;0;0;0;0;0;0;0;0;1201;Inalterada
863;2302;202;1371;6;Unidade;Unidades com serviço disponível;6;0;S;0;0;0;0;0;0;0;0;0;1202;Inalterada
864;2302;202;2690;2;Unidade;Equipe Saúde Bucal;315;0;N;302;302;0;302;0,959;0;0;0;0;1138;Inalterada
865;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;37;0;N;0;0;0;0;0;60000;0;0;0;1140;Inalterada
866;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;11;0;N;13;13;0;13;1,182;0;0;0;0;2233;Inalterada
867;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;5;0;N;6;6;0;6;1,2;0;0;0;0;2234;Inalterada
868;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;6;0;N;7;7;0;7;1,167;0;0;0;0;2235;Inalterada
869;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;7;0;N;9;9;0;9;1,286;0;0;0;0;2236;Inalterada
870;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;8;0;N;9;9;0;9;1,125;0;0;0;0;2237;Inalterada
871;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;9;0;N;9;9;0;9;1;0;0;0;0;2238;Inalterada
872;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;5;0;N;8;8;0;8;1,6;0;0;0;0;2239;Inalterada
873;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;4;0;N;7;7;0;7;1,75;0;0;0;0;2240;Inalterada
874;2302;202;2690;6;Unidade;Academias da Cidade em funcionamento;8;0;N;9;9;0;9;1,125;0;0;0;0;2241;Inalterada
875;2302;202;2690;7;Unidade;Centro de Saúde com tratamento disponível;166;0;N;152;152;0;152;0,916;0;0;0;0;1141;Inalterada
876;2302;202;2690;12;Unidade;Encontro realizado;338;0;S;10;10;0;10;0,03;0;0;0;0;1686;Inalterada
877;2302;202;2895;2;Pessoa;Pessoa beneficiada;67000;0;S;74637;74637;0;74637;1,114;0;0;0;0;1304;Inalterada
878;2302;203;2894;1;Unidade;Internação realizada;224000;0;S;217354;217354;0;217354;0,97;992385000;1087844090;877653279,4;1,097;1150;Inalterada
879;2302;203;2894;2;Unidade;Cirurgia realizada;41500;0;S;29423;29423;0;29423;0,709;25500000;27718677,14;21209153,21;0,852;1151;Inalterada
880;2302;203;2894;6;Unidade;Leito ampliado;351;0;S;351;351;0;351;1;0;0;0;0;1698;Inalterada
881;2302;203;2894;10;Unidade;Equipe existente;15;0;N;15;15;0;15;1;0;0;0;0;2002;Inalterada
882;2302;204;1216;1;Unidade;Obra executada;4;0;S;11;11;0;11;2,75;2629000;3127096,13;2343949,32;3,084;1308;Inalterada
883;2302;204;1216;1;Unidade;Obra executada;1;0;S;8;8;0;8;8;3291000;150000;0;0;1309;Inalterada
884;2302;204;1216;1;Unidade;Obra executada;1;0;S;4;4;0;4;4;2366000;491094,52;0;0;1311;Inalterada
885;2302;204;1216;1;Unidade;Obra executada;1;0;S;10;10;0;10;10;3704000;593129,33;0;0;1313;Inalterada
886;2302;204;1216;1;Unidade;Obra executada;1;0;S;4;4;0;4;4;4456300;270000;0;0;1320;Inalterada
887;2302;204;1216;1;Unidade;Obra executada;3;0;S;5;5;0;5;1,667;10039000;731635,46;181905,04;91,98;1322;Inalterada
888;2302;204;2334;3;Unidade;Evento realizado;1;0;S;1;1;0;1;1;894200;545386,34;537240;1,664;2001;Inalterada
889;2302;204;2334;24;Pessoa;Pessoa capacitada;435;0;S;0;0;0;0;0;946900;0;0;0;1687;Inalterada
890;2302;204;2662;3;Unidade;Cartilha distribuída por tipo;6;0;N;6;6;0;6;1;0;0;0;0;1692;Inalterada
891;2302;204;2895;1;Unidade;Dispensação Realizada;3680000;0;S;3904657;3904657;0;3904657;1,061;22906000;28832094,31;23250685,84;1,045;1297;Inalterada
892;2302;241;2690;4;Unidade;Consultório implantado;11;0;N;4;4;0;4;0,364;0;0;0;0;1272;Inalterada
893;2302;241;2891;3;Unidade;Equipamento implantado;1;0;S;0;0;0;0;0;0;0;0;0;1275;Inalterada
894;2302;241;2891;4;Unidade;Equipamento implantado;1;0;S;0;0;0;0;0;0;0;0;0;1694;Inalterada
895;2302;241;2891;4;Unidade;Equipamento implantado;1;0;S;0;0;0;0;0;0;0;0;0;1893;Inalterada
896;2302;241;2891;8;Unidade;Programa implantado;1;0;S;1;1;0;1;1;0;0;0;0;1696;Inalterada
897;2304;241;2873;2;Unidade;Sistema implantado;1;1;S;0;0;0;0;0;10000;0;0;0;2762;Nova
898;2304;241;2873;3;Unidade;Conferência realizada;1;1;S;1;0;1;1;1;5000;0;0;0;2763;Nova
899;2400;12;2366;1;Unidade;Instrumento de controle gerado;170;0;S;374;374;0;748;4,4;1837200;1301939,47;1271547,8;6,357;271;Nova
900;2400;12;2366;2;Unidade;Relatório emitido;12;0;S;12;12;0;24;2;0;0;0;0;145;Nova
901;2400;12;2366;3;Unidade;Relatório emitido;12;0;S;12;12;0;24;2;0;0;0;0;146;Nova
902;2400;12;2366;4;Unidade;Ação realizada;6;0;S;0;0;0;0;0;0;0;0;0;147;Nova
903;2400;12;2367;2;Unidade;Relatório emitido;12;4;S;4;8;4;12;1;0;0;0;0;2703;Nova
904;2400;12;2367;3;Unidade;Ação realizada;18;18;S;18;0;18;18;1;0;0;0;0;2704;Nova
905;2400;12;2367;4;Unidade;Relatório emitido;12;4;S;4;8;4;12;1;0;0;0;0;2706;Nova
906;2400;12;2367;5;Unidade;Relatório emitido;12;12;S;12;0;12;12;1;0;0;0;0;2709;Nova
907;2400;12;2367;6;Unidade;Ação realizada;1;1;S;0;0;0;0;0;0;0;0;0;2710;Nova
908;2400;12;2523;1;Unidade;Relatório expedido;130;66;S;46;64;46;110;0,846;10163250;6240036,8;6240036,8;1,378;2616;Nova
909;2400;12;2523;3;Unidade;Relatório expedido;170;15;S;37;155;37;192;1,129;0;0;0;0;2618;Nova
910;2400;12;2523;4;Unidade;Relatório expedido;110;13;S;37;97;37;134;1,218;0;0;0;0;2619;Nova
911;2400;12;2548;2;Unidade;Encontro realizado;12;4;S;0;8;0;8;0,667;0;0;0;0;2629;Nova
912;2400;12;2548;3;Unidade;Relatório emitido;12;4;S;4;8;4;12;1;0;0;0;0;2632;Nova
913;2400;12;2548;4;Unidade;Relatório emitido;12;4;S;4;8;4;12;1;0;0;0;0;2633;Nova
914;2400;12;2548;5;Unidade;Relatório emitido;12;4;S;4;8;4;12;1;0;0;0;0;2647;Nova
915;2400;12;2548;6;Unidade;Relatório emitido;12;4;S;4;8;4;12;1;0;0;0;0;2651;Nova
916;2400;12;2548;7;Unidade;Relatório emitido;12;4;S;4;8;4;12;1;0;0;0;0;2652;Nova
917;2400;12;2548;8;Unidade;Relatório emitido;12;4;S;4;8;4;12;1;0;0;0;0;2653;Nova
918;2400;12;2548;9;Unidade;Ação realizada;12;4;S;4;8;4;12;1;0;0;0;0;2654;Nova
919;2400;12;2548;10;Unidade;Relatório emitido;12;4;S;4;8;4;12;1;0;0;0;0;2655;Nova
920;2400;12;2548;11;Unidade;Relatório emitido;24;8;S;8;16;8;24;1;0;0;0;0;2656;Nova
921;2400;12;2548;12;Unidade;Relatório emitido;24;8;S;8;16;8;24;1;0;0;0;0;2667;Nova
922;2400;12;2548;13;Unidade;Relatório emitido;48;16;S;16;32;16;48;1;0;0;0;0;2668;Nova
923;2400;12;2548;14;Unidade;Relatório emitido;48;16;S;16;32;16;48;1;0;0;0;0;2669;Nova
924;2400;12;2548;15;Unidade;Relatório emitido;48;16;S;16;32;16;48;1;0;0;0;0;2670;Nova
925;2400;12;2548;16;Unidade;Relatório emitido;48;16;S;16;32;16;48;1;0;0;0;0;2679;Nova
926;2400;12;2874;1;Unidade;Atividade realizada;12;4;S;4;8;4;12;1;0;0;0;0;2730;Nova
927;2400;12;2874;2;Unidade;Atividade realizada;12;10;S;4;2;4;6;0,5;994400;192987,83;192987,83;2,576;2731;Nova
928;2400;12;2874;6;Unidade;Atividade realizada;12;12;S;4;0;4;4;0,333;0;0;0;0;2919;Nova
929;2400;12;2874;7;Unidade;Atividade realizada;12;8;S;4;4;4;8;0,667;0;0;0;0;2758;Nova
930;2400;12;2874;8;Unidade;Atividade realizada;12;10;S;4;2;4;6;0,5;0;0;0;0;2759;Nova
931;2400;12;2874;9;Unidade;Atividade realizada;12;8;S;4;4;4;8;0,667;0;0;0;0;2760;Nova
932;2400;12;2874;10;Unidade;Parecer / relatório emitido;12;10;S;4;2;4;6;0,5;0;0;0;0;2761;Nova
933;2401;12;2523;1;Unidade;Relatório expedido;130;0;S;64;0;0;0;0;10163250;6240036,8;6240036,8;0;224;Antiga/Extinta
934;2401;12;2523;3;Unidade;Relatório expedido;170;0;S;155;0;0;0;0;0;0;0;0;226;Antiga/Extinta
935;2401;12;2523;4;Unidade;Relatório expedido;110;0;S;97;0;0;0;0;0;0;0;0;2032;Antiga/Extinta
936;2403;12;2548;2;Unidade;Encontro realizado;12;0;S;8;0;0;0;0;0;0;0;0;49;Antiga/Extinta
937;2403;12;2548;3;Unidade;Relatório emitido;12;0;S;8;0;0;0;0;0;0;0;0;50;Antiga/Extinta
938;2403;12;2548;4;Unidade;Relatório emitido;12;0;S;8;0;0;0;0;0;0;0;0;51;Antiga/Extinta
939;2403;12;2548;5;Unidade;Relatório emitido;12;0;S;8;0;0;0;0;0;0;0;0;53;Antiga/Extinta
940;2403;12;2548;6;Unidade;Relatório emitido;12;0;S;8;0;0;0;0;0;0;0;0;54;Antiga/Extinta
941;2403;12;2548;7;Unidade;Relatório emitido;12;0;S;8;0;0;0;0;0;0;0;0;55;Antiga/Extinta
942;2403;12;2548;8;Unidade;Relatório emitido;12;0;S;8;0;0;0;0;0;0;0;0;56;Antiga/Extinta
943;2403;12;2548;9;Unidade;Ação realizada;12;0;S;8;0;0;0;0;0;0;0;0;57;Antiga/Extinta
944;2403;12;2548;10;Unidade;Relatório emitido;12;0;S;8;0;0;0;0;0;0;0;0;58;Antiga/Extinta
945;2403;12;2548;11;Unidade;Relatório emitido;24;0;S;16;0;0;0;0;0;0;0;0;59;Antiga/Extinta
946;2403;12;2548;12;Unidade;Relatório emitido;24;0;S;16;0;0;0;0;0;0;0;0;60;Antiga/Extinta
947;2403;12;2548;13;Unidade;Relatório emitido;48;0;S;32;0;0;0;0;0;0;0;0;61;Antiga/Extinta
948;2403;12;2548;14;Unidade;Relatório emitido;48;0;S;32;0;0;0;0;0;0;0;0;62;Antiga/Extinta
949;2403;12;2548;15;Unidade;Relatório emitido;48;0;S;32;0;0;0;0;0;0;0;0;63;Antiga/Extinta
950;2403;12;2548;16;Unidade;Relatório emitido;48;0;S;32;0;0;0;0;0;0;0;0;64;Antiga/Extinta
951;2404;12;2367;2;Unidade;Relatório emitido;12;0;S;8;0;0;0;0;0;0;0;0;270;Antiga/Extinta
952;2404;12;2367;3;Unidade;Ação realizada;18;0;S;0;0;0;0;0;0;0;0;0;260;Antiga/Extinta
953;2404;12;2367;4;Unidade;Relatório emitido;12;0;S;8;0;0;0;0;0;0;0;0;261;Antiga/Extinta
954;2404;12;2367;5;Unidade;Relatório emitido;12;0;S;0;0;0;0;0;0;0;0;0;1906;Antiga/Extinta
955;2404;12;2367;6;Unidade;Ação realizada;1;0;S;0;0;0;0;0;0;0;0;0;2391;Antiga/Extinta
956;2405;12;2874;1;Unidade;Atividade realizada;12;0;S;8;0;0;0;0;0;0;0;0;263;Antiga/Extinta
957;2405;12;2874;2;Unidade;Atividade realizada;12;0;S;2;0;0;0;0;994400;192987,83;192987,83;0;264;Antiga/Extinta
958;2405;12;2874;6;Unidade;Atividade realizada;12;0;S;0;0;0;0;0;0;0;0;0;1907;Antiga/Extinta
959;2405;12;2874;7;Unidade;Atividade realizada;12;0;S;4;0;0;0;0;0;0;0;0;1908;Antiga/Extinta
960;2405;12;2874;8;Unidade;Atividade realizada;12;0;S;2;0;0;0;0;0;0;0;0;1909;Antiga/Extinta
961;2405;12;2874;9;Unidade;Atividade realizada;12;0;S;4;0;0;0;0;0;0;0;0;1910;Antiga/Extinta
962;2405;12;2874;10;Unidade;Parecer / relatório emitido;12;0;S;2;0;0;0;0;0;0;0;0;1911;Antiga/Extinta
963;2500;69;2514;1;Unidade;Boletim realizado;250;0;S;256;256;0;256;1,024;32000;10000;7745,63;4,231;154;Inalterada
964;2500;69;2514;3;Unidade;Relatório realizado;4;0;S;4;4;0;4;1;0;0;0;0;152;Inalterada
965;2500;69;2514;4;Unidade;Diagnóstico e Anteprojeto Realizado;182;0;S;0;0;0;0;0;5000;0;0;0;148;Inalterada
966;2500;69;2514;5;Unidade;Relatório realizado;4;0;S;4;4;0;4;1;0;0;0;0;153;Inalterada
967;2500;69;2514;8;Percentual de execução;Projeto elaborado;80;0;S;0;0;0;0;0;3000;2250;2250;0;220;Inalterada
968;2500;69;2514;9;Percentual;Material informativo produzido;80;0;S;0;0;0;0;0;1000;0;0;0;221;Inalterada
969;2500;69;2514;10;Unidade;Seminário realizado;1;0;S;0;0;0;0;0;1000;0;0;0;222;Inalterada
970;2500;69;2514;14;Percentual de execução;Inventário elaborado;20;0;S;0;0;0;0;0;0;0;0;0;1904;Inalterada
971;2500;69;2564;2;Unidade;Atividade educativa realizada ;100;0;S;104;104;0;104;1,04;15218000;14873106,84;14868917,34;1,064;168;Inalterada
972;2500;69;2564;3;Unidade;análise efetuada;270;0;S;376;376;0;376;1,393;1100;0;0;0;227;Inalterada
973;2500;69;2564;4;Unidade;Atividade educativa realizada ;500;0;S;73;73;0;73;0,146;225500;0;0;0;208;Inalterada
974;2500;69;2564;6;Unidade;análise efetuada;600;0;S;895;895;0;895;1,492;1000;226;226;6,6;228;Inalterada
975;2500;69;2564;7;Unidade;Evento realizado;1;0;S;0;0;0;0;0;2000;0;0;0;229;Inalterada
976;2500;69;2564;8;Unidade;Evento realizado;200;0;S;186;186;0;186;0,93;6000;0;0;0;156;Inalterada
977;2500;69;2564;10;Unidade;Evento realizado;1;0;S;0;0;0;0;0;10000;0;0;0;158;Inalterada
978;2500;69;2564;11;Unidade;Edital publicado;1;0;S;0;0;0;0;0;0;0;0;0;223;Inalterada
979;2500;69;2564;23;Percentual de execução;Plano Elaborado;60;0;S;0;0;0;0;0;10000;0;0;0;1905;Inalterada
980;2500;69;2900;10;Percentual de execução;Projeto implantado;15;0;S;15;15;0;15;1;3000;6698,24;6698,24;0,448;1954;Inalterada
981;2500;231;2564;1;Unidade;Cadastro Realizado;180000;0;S;0;0;0;0;0;8900;0;0;0;143;Inalterada
982;2500;231;2564;12;Unidade;Reserva particular ecológica criada;1;0;S;2;2;0;2;2;0;0;0;0;231;Inalterada
983;2500;231;2564;15;Unidade;Novo parque implantado;1;0;S;1;1;0;1;1;0;0;0;0;234;Inalterada
984;2500;231;2564;20;Unidade;Árvore plantada;1000;0;S;1598;1598;0;1598;1,598;0;0;0;0;1318;Inalterada
985;2500;231;2564;21;Unidade;Corredor ecológico implantado;1;0;S;0;0;0;0;0;0;0;0;0;1319;Inalterada
986;2500;232;2877;2;Unidade;Feira realizada;144;0;S;18;18;0;18;0,125;0;0;0;0;1827;Inalterada
987;2500;232;2877;3;Unidade;Unidade Móvel criada;3;0;S;0;0;0;0;0;0;0;0;0;1829;Inalterada
988;2500;232;2877;4;Unidade;Forum realizado;1;0;S;0;0;0;0;0;0;0;0;0;1828;Inalterada
989;2500;232;2877;5;Unidade;Santuário criado;1;0;S;0;0;0;0;0;5000;0;0;0;1856;Inalterada
990;2500;243;2514;6;Unidade;Parque implantado;1;0;S;0;0;0;0;0;3000;0;0;0;150;Inalterada
991;2500;243;2514;7;Kilômetro linear;Área vistoriada;20;0;S;0;0;0;0;0;2000;0;0;0;149;Inalterada
992;2500;243;2564;13;Unidade;Empreendimento certificado;45;0;S;0;0;0;0;0;10000;0;0;0;151;Inalterada
993;2500;243;2564;22;Unidade;Estudo de viabilidade para instalação de equipamento de reutilização da água;1;0;S;0;0;0;0;0;0;0;0;0;1830;Inalterada
994;2501;73;1219;2;Unidade;Unidade revitalizada;1;0;S;0;0;0;0;0;360000;0;0;0;1768;Antiga/Extinta
995;2501;73;2580;1;Unidade;Espécie mantida;290;0;N;196;0;0;0;0;6299171;2617241,16;2617241,16;0;164;Antiga/Extinta
996;2501;73;2580;2;Unidade;Espécie mantida;60;0;N;63;0;0;0;0;1000;0;0;0;515;Antiga/Extinta
997;2501;73;2580;3;Unidade;Projeto desenvolvido;6;0;N;3;0;0;0;0;11000;0;0;0;165;Antiga/Extinta
998;2501;73;2580;4;Unidade;Projeto desenvolvido;10;0;N;6;0;0;0;0;11000;0;0;0;166;Antiga/Extinta
999;2501;73;2580;6;Unidade;Contrato;4;0;N;1;0;0;0;0;2000;0;0;0;514;Antiga/Extinta
1000;2501;73;2580;7;Unidade;Sistema mantido;20;0;N;1;0;0;0;0;10000;0;0;0;2222;Antiga/Extinta
1001;2501;73;2581;1;Unidade;Espécie mantida;17000;0;N;18330;0;0;0;0;2944671;1481258,46;1481258,46;0;160;Antiga/Extinta
1002;2501;73;2581;3;Percentual de execução;Acervo documentado;100;0;S;0;0;0;0;0;2000;0;0;0;163;Antiga/Extinta
1003;2501;73;2581;4;Unidade;Contrato efetivado;5;0;S;0;0;0;0;0;1000;0;0;0;161;Antiga/Extinta
1004;2501;73;2794;1;Metro quadrado;Àrea conservada;330000;0;N;330000;0;0;0;0;1645033;843018,11;843018,11;0;510;Antiga/Extinta
1005;2501;73;2817;3;Unidade;Material produzido;60000;0;S;37589;0;0;0;0;7269;0;0;0;512;Antiga/Extinta
1006;2501;73;2817;4;Unidade;Evento realizado;35;0;S;13;0;0;0;0;4000;0;0;0;513;Antiga/Extinta
1007;2501;73;2817;5;Pessoa;Público atendido;180000;0;S;51452;0;0;0;0;12012;0;0;0;511;Antiga/Extinta
1008;2502;72;2812;1;Unidade;Unidade mantida;4;0;N;4;0;0;0;0;897864;235067,16;235067,16;0;190;Antiga/Extinta
1009;2502;72;2812;1;Unidade;Unidade mantida;18;0;N;18;0;0;0;0;9198370;4630743,1;4630743,1;0;191;Antiga/Extinta
1010;2502;72;2812;1;Unidade;Unidade mantida;2;0;N;2;0;0;0;0;397266;138060,18;138060,18;0;192;Antiga/Extinta
1011;2502;72;2812;1;Unidade;Unidade mantida;15;0;N;15;0;0;0;0;2668192;899507,76;899507,76;0;193;Antiga/Extinta
1012;2502;72;2812;1;Unidade;Unidade mantida;3;0;N;3;0;0;0;0;858047;145606,34;145606,34;0;194;Antiga/Extinta
1013;2502;72;2812;1;Unidade;Unidade mantida;5;0;N;5;0;0;0;0;2007348;497167,44;497167,44;0;195;Antiga/Extinta
1014;2502;72;2812;1;Unidade;Unidade mantida;12;0;N;12;0;0;0;0;2525521;1009126,88;1009126,88;0;196;Antiga/Extinta
1015;2502;72;2812;1;Unidade;Unidade mantida;13;0;N;13;0;0;0;0;3475394;1244625,15;1244625,15;0;197;Antiga/Extinta
1016;2502;72;2812;1;Unidade;Unidade mantida;6;0;N;6;0;0;0;0;814702;318643,67;318643,67;0;198;Antiga/Extinta
1017;2502;72;2812;2;Unidade;Projeto elaborado;2;0;S;0;0;0;0;0;10000;0;0;0;169;Antiga/Extinta
1018;2502;72;2812;2;Unidade;Projeto elaborado;3;0;S;0;0;0;0;0;430000;0;0;0;170;Antiga/Extinta
1019;2502;72;2812;3;Unidade;Parque mantido;1;0;N;1;0;0;0;0;1890000;69445,16;69445,16;0;171;Antiga/Extinta
1020;2502;72;2812;4;Percentual de execução;Plano elaborado;12;0;S;0;0;0;0;0;36000;0;0;0;172;Antiga/Extinta
1021;2502;72;2812;4;Percentual de execução;Plano elaborado;13;0;S;0;0;0;0;0;29200;0;0;0;173;Antiga/Extinta
1022;2502;72;2812;5;Unidade;Plano Elaborado;1;0;S;0;0;0;0;0;162000;0;0;0;174;Antiga/Extinta
1023;2502;72;2812;5;Unidade;Plano Elaborado;1;0;S;0;0;0;0;0;106000;0;0;0;175;Antiga/Extinta
1024;2502;72;2812;6;Unidade;Parque com sinalização implantada;1;0;S;0;0;0;0;0;10000;0;0;0;176;Antiga/Extinta
1025;2502;72;2812;6;Unidade;Parque com sinalização implantada;2;0;S;0;0;0;0;0;361000;0;0;0;177;Antiga/Extinta
1026;2502;72;2812;7;Unidade;Unidade informatizada;1;0;S;0;0;0;0;0;22000;0;0;0;178;Antiga/Extinta
1027;2502;72;2812;7;Unidade;Unidade informatizada;1;0;S;0;0;0;0;0;10000;0;0;0;179;Antiga/Extinta
1028;2502;72;2816;1;Unidade;Unidade mantida;2;0;N;2;0;0;0;0;2511563;1504363,55;1504363,55;0;180;Antiga/Extinta
1029;2502;72;2816;1;Unidade;Unidade mantida;1;0;N;1;0;0;0;0;1263188;498423,17;498423,17;0;181;Antiga/Extinta
1030;2502;72;2816;1;Unidade;Unidade mantida;1;0;N;1;0;0;0;0;1514158;722967,75;722967,75;0;182;Antiga/Extinta
1031;2502;72;2816;1;Unidade;Unidade mantida;1;0;N;1;0;0;0;0;323252;77312,52;77312,52;0;183;Antiga/Extinta
1032;2502;72;2816;2;Unidade;Necrópole informatizada;1;0;S;0;0;0;0;0;545600;0;0;0;184;Antiga/Extinta
1033;2502;72;2817;1;Unidade;Atividade / evento realizado;2;0;S;0;0;0;0;0;18000;0;0;0;188;Antiga/Extinta
1034;2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;0;0;0;0;45456;0;0;0;1896;Antiga/Extinta
1035;2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;0;0;0;0;9624;0;0;0;1897;Antiga/Extinta
1036;2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;0;0;0;0;48108;0;0;0;1898;Antiga/Extinta
1037;2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;0;0;0;0;9624;0;0;0;1899;Antiga/Extinta
1038;2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;0;0;0;0;19248;0;0;0;1900;Antiga/Extinta
1039;2502;72;2817;1;Unidade;Atividade / evento realizado;1;0;S;0;0;0;0;0;20000;0;0;0;1901;Antiga/Extinta
1040;2502;72;2817;2;Unidade;Material produzido;9;0;S;0;0;0;0;0;228000;0;0;0;189;Antiga/Extinta
1041;2502;231;1349;1;Unidade;Obra executada;30;0;S;0;0;0;0;0;96000;0;0;0;1458;Antiga/Extinta
1042;2502;231;1349;1;Unidade;Obra executada;30;0;S;0;0;0;0;0;10000;0;0;0;1459;Antiga/Extinta
1043;2505;72;2812;1;Unidade;Unidade mantida;4;4;N;4;4;4;4;1;897864;235067,16;235067,16;3,82;2754;Nova
1044;2505;72;2812;1;Unidade;Unidade mantida;18;18;N;18;18;18;18;1;9198370;4630743,1;4630743,1;1,986;2755;Nova
1045;2505;72;2812;1;Unidade;Unidade mantida;2;2;N;2;2;2;2;1;397266;138060,18;138060,18;2,877;2756;Nova
1046;2505;72;2812;1;Unidade;Unidade mantida;15;15;N;15;15;15;15;1;2668192;899507,76;899507,76;2,966;2757;Nova
1047;2505;72;2812;1;Unidade;Unidade mantida;3;3;N;3;3;3;3;1;858047;145606,34;145606,34;5,893;2764;Nova
1048;2505;72;2812;1;Unidade;Unidade mantida;5;5;N;5;5;5;5;1;2007348;497167,44;497167,44;4,038;2765;Nova
1049;2505;72;2812;1;Unidade;Unidade mantida;12;12;N;12;12;12;12;1;2525521;1009126,88;1009126,88;2,503;2766;Nova
1050;2505;72;2812;1;Unidade;Unidade mantida;13;13;N;13;13;13;13;1;3475394;1244625,15;1244625,15;2,792;2767;Nova
1051;2505;72;2812;1;Unidade;Unidade mantida;6;6;N;6;6;6;6;1;814702;318643,67;318643,67;2,557;2768;Nova
1052;2505;72;2812;2;Unidade;Projeto elaborado;2;2;S;0;0;0;0;0;10000;0;0;0;2769;Nova
1053;2505;72;2812;2;Unidade;Projeto elaborado;3;3;S;0;0;0;0;0;430000;0;0;0;2770;Nova
1054;2505;72;2812;3;Unidade;Parque mantido;1;1;N;1;1;1;1;1;1890000;0;69445,16;27,216;2771;Nova
1055;2505;72;2812;4;Percentual de execução;Plano elaborado;12;12;S;0;0;0;0;0;36000;0;0;0;2772;Nova
1056;2505;72;2812;4;Percentual de execução;Plano elaborado;13;13;S;0;0;0;0;0;29200;0;0;0;2773;Nova
1057;2505;72;2812;5;Unidade;Plano Elaborado;1;1;S;0;0;0;0;0;162000;0;0;0;2774;Nova
1058;2505;72;2812;5;Unidade;Plano Elaborado;1;1;S;0;0;0;0;0;106000;0;0;0;2775;Nova
1059;2505;72;2812;6;Unidade;Parque com sinalização implantada;1;1;S;0;0;0;0;0;10000;0;0;0;2776;Nova
1060;2505;72;2812;6;Unidade;Parque com sinalização implantada;2;2;S;0;0;0;0;0;361000;0;0;0;2777;Nova
1061;2505;72;2812;7;Unidade;Unidade informatizada;1;1;S;0;0;0;0;0;22000;0;0;0;2778;Nova
1062;2505;72;2812;7;Unidade;Unidade informatizada;1;1;S;0;0;0;0;0;10000;0;0;0;2779;Nova
1063;2505;72;2816;1;Unidade;Unidade mantida;2;2;N;2;2;2;2;1;2511563;0;1504363,55;1,67;2780;Nova
1064;2505;72;2816;1;Unidade;Unidade mantida;1;1;N;1;1;1;1;1;1263188;0;498423,17;2,534;2781;Nova
1065;2505;72;2816;1;Unidade;Unidade mantida;1;1;N;1;1;1;1;1;1514158;0;722967,75;2,094;2782;Nova
1066;2505;72;2816;1;Unidade;Unidade mantida;1;1;N;1;1;1;1;1;323252;0;77312,52;4,181;2783;Nova
1067;2505;72;2816;2;Unidade;Necrópole informatizada;1;1;S;0;0;0;0;0;545600;0;0;0;2784;Nova
1068;2505;72;2817;1;Unidade;Atividade / evento realizado;2;2;S;0;0;0;0;0;18000;0;0;0;2785;Nova
1069;2505;72;2817;1;Unidade;Atividade / evento realizado;1;1;S;0;0;0;0;0;45456;0;0;0;2786;Nova
