uo;programa;acao;subacao;descricao_medida;descricao_produto;qtde_prevista_orig;qtde_concedida;ind_meta_cumulativa;qtde_executada_ate_per;qtde_exec_orig;qtde_exec_red;qtde_exec_total;eficacia_final;valor_orcado;valor_emp_orig;valor_liquid ;eficiencia_liq_final;sequencia_sub_acao
2200;140;2700;2;Pessoa;Aluno beneficiado;13.020;0;S;12.961;12.961;0;12.961;0,995;2.494.942,00;1.482.693,78;873.458,28;2,843;624
2200;140;2700;2;Pessoa;Aluno beneficiado;7.972;0;S;7.715;7.715;0;7.715;0,968;1.770.076,00;885.422,16;533.203,19;3,213;625
2200;140;2700;2;Pessoa;Aluno beneficiado;11.649;0;S;11.232;11.232;0;11.232;0,964;2.258.301,00;1.285.487,46;768.293,38;2,834;626
2200;140;2700;2;Pessoa;Aluno beneficiado;19.650;0;S;17.675;17.675;0;17.675;0,899;3.723.184,00;2.204.000,64;1.307.721,63;2,561;627
2200;140;2700;3;Pessoa;Aluno beneficiado;2.629;0;S;2.613;2.613;0;2.613;0,994;183.440,00;54.703,92;23.169,12;7,869;605
2200;140;2700;3;Pessoa;Aluno beneficiado;1.930;0;S;1.895;1.895;0;1.895;0,982;159.946,00;82.086,04;19.042,24;8,247;636
2200;140;2700;3;Pessoa;Aluno beneficiado;1.218;0;S;723;723;0;723;0,594;96.535,00;29.768,60;10.823,60;5,294;637
2200;140;2700;3;Pessoa;Aluno beneficiado;2.357;0;S;1.793;1.793;0;1.793;0,761;164.483,00;71.249,64;21.335,64;5,865;638
2200;140;2700;3;Pessoa;Aluno beneficiado;1.282;0;S;968;968;0;968;0,755;99.526,00;44.406,97;11.920,72;6,304;639
2200;140;2700;3;Pessoa;Aluno beneficiado;1.532;0;S;1.176;1.176;0;1.176;0,768;115.169,00;60.706,48;15.682,48;5,637;640
2200;140;2700;3;Pessoa;Aluno beneficiado;1.123;0;S;819;819;0;819;0,729;117.276,00;43.830,52;12.345,52;6,928;641
2200;140;2700;3;Pessoa;Aluno beneficiado;1.226;0;S;664;664;0;664;0,542;103.346,00;33.456,34;10.534,84;5,313;642
2200;140;2700;3;Pessoa;Aluno beneficiado;2.254;0;S;1.409;1.409;0;1.409;0,625;156.974,00;78.803,69;19.734,74;4,972;643
2200;140;2700;8;Pessoa;Aluno beneficiado;6.611;0;N;6.590;6.590;0;6.590;0,997;702.558,00;256.642,76;224.121,19;3,125;913
2200;140;2700;8;Pessoa;Aluno beneficiado;3.215;0;N;2.831;2.831;0;2.831;0,881;576.591,00;123.650,35;112.053,97;4,531;923
2200;140;2700;8;Pessoa;Aluno beneficiado;2.294;0;N;2.490;2.490;0;2.490;1,085;634.506,00;120.483,41;93.408,17;7,373;924
2200;140;2700;8;Pessoa;Aluno beneficiado;7.297;0;N;7.163;7.163;0;7.163;0,982;642.558,00;271.927,95;234.106,84;2,694;925
2200;140;2700;8;Pessoa;Aluno beneficiado;3.617;0;N;3.647;3.647;0;3.647;1,008;660.532,00;149.710,52;119.165,89;5,589;926
2200;140;2700;8;Pessoa;Aluno beneficiado;6.001;0;N;6.176;6.176;0;6.176;1,029;692.039,00;207.095,49;174.172,40;4,089;927
2200;140;2700;8;Pessoa;Aluno beneficiado;3.320;0;N;3.490;3.490;0;3.490;1,051;612.013,00;155.089,07;119.030,20;5,405;928
2200;140;2700;8;Pessoa;Aluno beneficiado;4.946;0;N;5.385;5.385;0;5.385;1,089;624.013,00;198.497,76;169.339,75;4,012;929
2200;140;2700;8;Pessoa;Aluno beneficiado;5.725;0;N;5.910;5.910;0;5.910;1,032;519.558,00;219.735,61;171.492,63;3,128;931
2200;140;2700;9;Pessoa;Aluno beneficiado;2.629;0;N;2.629;2.629;0;2.629;1;5.000,00;0;0;#DIV/0!;914
2200;140;2700;9;Pessoa;Aluno beneficiado;1.930;0;N;1.930;1.930;0;1.930;1;5.000,00;0;0;#DIV/0!;932
2200;140;2700;9;Pessoa;Aluno beneficiado;1.218;0;N;1.218;1.218;0;1.218;1;5.000,00;0;0;#DIV/0!;933
2200;140;2700;9;Pessoa;Aluno beneficiado;2.357;0;N;2.357;2.357;0;2.357;1;5.000,00;0;0;#DIV/0!;934
2200;140;2700;9;Pessoa;Aluno beneficiado;1.282;0;N;1.282;1.282;0;1.282;1;5.000,00;0;0;#DIV/0!;935
2200;140;2700;9;Pessoa;Aluno beneficiado;1.532;0;N;1.532;1.532;0;1.532;1;5.000,00;0;0;#DIV/0!;936
2200;140;2700;9;Pessoa;Aluno beneficiado;1.123;0;N;1.123;1.123;0;1.123;1;5.000,00;0;0;#DIV/0!;937
2200;140;2700;9;Pessoa;Aluno beneficiado;1.226;0;N;1.226;1.226;0;1.226;1;5.000,00;0;0;#DIV/0!;938
2200;140;2700;9;Pessoa;Aluno beneficiado;2.254;0;N;2.254;2.254;0;2.254;1;5.000,00;0;0;#DIV/0!;939
2200;140;2700;10;Pessoa;Aluno beneficiado;21.596;0;N;21.505;21.505;0;21.505;0,996;1.136.517,00;787.913,75;546.747,00;2,07;912
2200;140;2700;10;Pessoa;Aluno beneficiado;6.568;0;N;6.290;6.290;0;6.290;0,958;814.339,00;267.908,28;200.046,02;3,898;915
2200;140;2700;10;Pessoa;Aluno beneficiado;8.293;0;N;7.791;7.791;0;7.791;0,939;792.733,00;389.980,25;214.874,61;3,466;916
2200;140;2700;10;Pessoa;Aluno beneficiado;18.307;0;N;17.757;17.757;0;17.757;0,97;1.062.097,00;591.619,73;460.910,32;2,235;917
2200;140;2700;10;Pessoa;Aluno beneficiado;8.630;0;N;8.645;8.645;0;8.645;1,002;888.215,00;366.054,16;238.591,29;3,729;918
2200;140;2700;10;Pessoa;Aluno beneficiado;13.020;0;N;12.741;12.741;0;12.741;0,979;1.074.993,00;454.354,71;345.198,18;3,047;919
2200;140;2700;10;Pessoa;Aluno beneficiado;7.972;0;N;7.542;7.542;0;7.542;0,946;844.570,00;303.606,64;203.091,29;3,934;920
2200;140;2700;10;Pessoa;Aluno beneficiado;11.649;0;N;11.178;11.178;0;11.178;0,96;871.254,00;375.445,84;270.930,34;3,086;921
2200;140;2700;10;Pessoa;Aluno beneficiado;19.650;0;N;19.487;19.487;0;19.487;0,992;1.232.529,00;648.146,02;482.506,54;2,533;922
2200;140;2700;16;Unidade;Evento realizado;1;0;N;1;1;0;1;1;222.000,00;343.196,01;343.196,01;0,647;2070
2200;140;2701;1;Pessoa;Aluno matriculado;110;0;N;43;43;0;43;0,391;500.000,00;348.000,00;309.000,00;0,633;1160
2200;140;2701;2;Unidade;Expansao de salas;15;0;S;14;14;0;14;0,933;300.000,00;0;0;#DIV/0!;2504
2200;140;2701;5;Pessoa;Aluno beneficiado;352;0;N;160;160;0;160;0,455;1.960.000,00;2.056.619,19;1.882.862,81;0,473;2273
2200;140;2706;4;Unidade;Avalia��o realizada;191;0;S;192;192;0;192;1,005;0;0;0;#DIV/0!;1269
2200;140;2885;1;Pessoa;Aluno beneficiado;670;0;N;679;679;0;679;1,013;1.270.000,00;1.256.619,62;1.151.361,77;1,118;1153
2200;140;2885;1;Pessoa;Aluno beneficiado;484;0;N;450;450;0;450;0,93;1.160.000,00;886.664,24;803.068,87;1,343;1154
2200;140;2885;1;Pessoa;Aluno beneficiado;1.110;0;N;1.243;1.243;0;1.243;1,12;2.650.000,00;2.484.259,42;2.270.659,45;1,307;1155
2200;140;2885;1;Pessoa;Aluno beneficiado;2.100;0;N;2.049;2.049;0;2.049;0,976;4.600.000,00;4.474.274,47;4.080.011,92;1,1;1156
2200;140;2885;1;Pessoa;Aluno beneficiado;840;0;N;840;840;0;840;1;2.000.000,00;1.973.667,26;1.808.596,13;1,106;1157
2200;140;2885;1;Pessoa;Aluno beneficiado;200;0;N;189;189;0;189;0,945;550.000,00;375.528,18;348.068,27;1,493;1158
2200;140;2885;1;Pessoa;Aluno beneficiado;145;0;N;163;163;0;163;1,124;860.000,00;416.040,44;381.255,82;2,536;1159
2200;140;2888;2;Pessoa;Aluno beneficiado;3.716;0;N;3.569;3.569;0;3.569;0,96;12.910.119,00;13.291.280,00;13.291.280,00;0,933;611
2200;140;2888;2;Pessoa;Aluno beneficiado;3.212;0;N;3.169;3.169;0;3.169;0,987;13.261.634,00;13.951.785,00;13.951.785,00;0,938;612
2200;140;2888;2;Pessoa;Aluno beneficiado;3.717;0;N;3.582;3.582;0;3.582;0,964;15.319.662,00;15.316.498,00;15.316.498,00;0,964;613
2200;140;2888;2;Pessoa;Aluno beneficiado;2.430;0;N;2.264;2.264;0;2.264;0,932;9.203.566,00;9.198.108,00;9.198.108,00;0,932;614
2200;140;2888;2;Pessoa;Aluno beneficiado;2.900;0;N;3.015;3.015;0;3.015;1,04;12.185.494,00;12.637.435,00;12.559.717,00;1,009;615
2200;140;2888;2;Pessoa;Aluno beneficiado;2.230;0;N;2.312;2.312;0;2.312;1,037;8.932.674,00;9.654.066,00;9.654.066,00;0,959;616
2200;140;2888;2;Pessoa;Aluno beneficiado;3.712;0;N;3.780;3.780;0;3.780;1,018;14.301.715,00;15.561.764,00;15.561.764,00;0,936;617
2200;140;2888;2;Pessoa;Aluno beneficiado;2.142;0;N;2.502;2.502;0;2.502;1,168;9.716.603,00;10.572.316,00;10.572.316,00;1,074;618
2200;140;2888;2;Pessoa;Aluno beneficiado;941;0;N;848;848;0;848;0,901;3.881.783,00;4.033.332,00;4.033.332,00;0,867;619
2200;205;2707;1;Unidade;Escola Equipada ;2;0;N;0;0;0;0;0;130.000,00;0;0;#DIV/0!;1782
2200;205;2707;1;Unidade;Escola Equipada ;1;0;N;0;0;0;0;0;130.000,00;0;0;#DIV/0!;1786
2200;205;2707;2;Unidade;Escola Informatizada;2;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1288
2200;205;2707;2;Unidade;Escola Informatizada;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1292
2200;206;2702;2;Unidade;vaga ofertada;16.759;0;N;8.032;8.032;0;8.032;0,479;2.704.183,00;5.116.241,00;5.116.241,00;0,253;1787
2200;206;2702;2;Unidade;vaga ofertada;6.415;0;N;3.584;3.584;0;3.584;0,559;536.163,00;1.374.702,00;1.374.702,00;0,218;1788
2200;206;2702;2;Unidade;vaga ofertada;8.034;0;N;4.810;4.810;0;4.810;0,599;1.347.677,00;2.175.824,00;2.175.824,00;0,371;1789
2200;206;2702;2;Unidade;vaga ofertada;14.990;0;N;7.796;7.796;0;7.796;0,52;1.834.210,00;4.388.006,00;4.388.006,00;0,217;1790
2200;206;2702;2;Unidade;vaga ofertada;7.975;0;N;4.250;4.250;0;4.250;0,533;1.114.780,00;2.365.650,00;2.365.650,00;0,251;1791
2200;206;2702;2;Unidade;vaga ofertada;10.143;0;N;5.781;5.781;0;5.781;0,57;969.394,00;2.505.308,00;2.505.308,00;0,221;1792
2200;206;2702;2;Unidade;vaga ofertada;5.997;0;N;4.218;4.218;0;4.218;0,703;530.110,00;1.361.682,00;1.361.682,00;0,274;1793
2200;206;2702;2;Unidade;vaga ofertada;6.725;0;N;4.064;4.064;0;4.064;0,604;1.168.102,00;2.530.709,00;2.530.709,00;0,279;1794
2200;206;2702;2;Unidade;vaga ofertada;13.062;0;N;7.538;7.538;0;7.538;0,577;1.887.640,00;3.764.672,00;3.764.672,00;0,289;1795
2200;206;2702;3;Unidade;Caderno publicado;1;0;N;0;0;0;0;0;6.000,00;0;0;#DIV/0!;1293
2200;206;2702;4;Pessoa;Aluno beneficiado;84;0;N;85;85;0;85;1,012;140.000,00;81.600,00;81.600,00;1,736;1069
2200;206;2702;4;Pessoa;Aluno beneficiado;831;0;N;678;678;0;678;0,816;912.400,00;725.760,00;725.760,00;1,026;1070
2200;206;2702;4;Pessoa;Aluno beneficiado;1.297;0;N;1.192;1.192;0;1.192;0,919;1.325.960,00;941.680,00;941.680,00;1,294;1071
2200;206;2702;4;Pessoa;Aluno beneficiado;673;0;N;645;645;0;645;0,958;590.000,00;567.120,00;567.120,00;0,997;1072
2200;206;2702;4;Pessoa;Aluno beneficiado;130;0;N;130;130;0;130;1;336.736,00;132.240,00;132.240,00;2,546;1073
2200;206;2702;4;Pessoa;Aluno beneficiado;1.244;0;N;1.199;1.199;0;1.199;0,964;1.108.000,00;830.277,24;830.277,24;1,286;1074
2200;206;2702;4;Pessoa;Aluno beneficiado;1.228;0;N;1.231;1.231;0;1.231;1,002;1.200.936,00;1.388.400,00;1.388.400,00;0,867;1075
2200;206;2702;4;Pessoa;Aluno beneficiado;464;0;N;363;363;0;363;0,782;386.256,00;367.200,00;367.200,00;0,823;1076
2200;206;2702;4;Pessoa;Aluno beneficiado;201;0;N;201;201;0;201;1;202.000,00;48.720,00;48.720,00;4,146;1077
2200;206;2702;5;Unidade;Participa��es;571.689;0;S;745.080;745.080;0;745.080;1,303;901.000,00;1.745.956,00;1.745.956,00;0,673;1048
2200;206;2702;5;Unidade;Participa��es;151.721;0;S;198.614;198.614;0;198.614;1,309;351.000,00;641.756,00;641.756,00;0,716;1051
2200;206;2702;5;Unidade;Participa��es;253.524;0;S;278.716;278.716;0;278.716;1,099;381.000,00;684.240,00;684.240,00;0,612;1054
2200;206;2702;5;Unidade;Participa��es;462.058;0;S;624.734;624.734;0;624.734;1,352;751.000,00;1.524.158,00;1.524.158,00;0,666;1057
2200;206;2702;5;Unidade;Participa��es;369.439;0;S;483.612;483.612;0;483.612;1,309;451.000,00;1.061.883,00;1.061.883,00;0,556;1060
2200;206;2702;5;Unidade;Participa��es;312.860;0;S;405.186;405.186;0;405.186;1,295;601.000,00;1.076.290,00;1.076.290,00;0,723;1063
2200;206;2702;5;Unidade;Participa��es;242.555;0;S;263.584;263.584;0;263.584;1,087;401.000,00;733.662,00;733.662,00;0,594;1098
2200;206;2702;5;Unidade;Participa��es;265.659;0;S;292.706;292.706;0;292.706;1,102;421.000,00;833.896,00;833.896,00;0,556;1099
2200;206;2702;5;Unidade;Participa��es;510.844;0;S;664.717;664.717;0;664.717;1,301;701.000,00;1.561.798,00;1.561.798,00;0,584;1100
2200;206;2702;6;Unidade;Participa��es;16.012;0;S;6.497;6.497;0;6.497;0,406;130.049,00;311.680,00;311.680,00;0,169;1049
2200;206;2702;6;Unidade;Participa��es;7.732;0;S;2.149;2.149;0;2.149;0,278;60.725,00;97.850,00;97.850,00;0,172;1052
2200;206;2702;6;Unidade;Participa��es;8.340;0;S;1.064;1.064;0;1.064;0,128;69.607,00;168.550,00;168.550,00;0,053;1055
2200;206;2702;6;Unidade;Participa��es;14.908;0;S;2.897;2.897;0;2.897;0,194;116.961,00;268.230,00;268.230,00;0,085;1058
2200;206;2702;6;Unidade;Participa��es;9.940;0;S;3.730;3.730;0;3.730;0,375;80.666,00;148.170,00;148.170,00;0,204;1061
2200;206;2702;6;Unidade;Participa��es;11.595;0;S;3.134;3.134;0;3.134;0,27;94.843,00;194.410,00;194.410,00;0,132;1064
2200;206;2702;6;Unidade;Participa��es;7.731;0;S;2.248;2.248;0;2.248;0,291;70.077,00;124.730,00;124.730,00;0,163;1101
2200;206;2702;6;Unidade;Participa��es;8.283;0;S;2.983;2.983;0;2.983;0,36;71.165,00;165.470,00;165.470,00;0,155;1102
2200;206;2702;6;Unidade;Participa��es;15.459;0;S;4.034;4.034;0;4.034;0,261;121.166,00;250.560,00;250.560,00;0,126;1103
2200;206;2702;7;Unidade;conv�nio ampliado / renovado;11;0;N;11;11;0;11;1;15.000.000,00;9.762.505,48;9.762.505,48;1,536;1295
2200;206;2702;12;Unidade;Participa��es;64.800;0;S;79.812;79.812;0;79.812;1,232;420.000,00;429.156,00;393.393,00;1,315;1115
2200;206;2702;12;Unidade;Participa��es;21.600;0;S;43.891;43.891;0;43.891;2,032;220.000,00;221.976,00;203.478,00;2,197;1116
2200;206;2702;12;Unidade;Participa��es;25.200;0;S;30.244;30.244;0;30.244;1,2;220.000,00;221.976,00;203.478,00;1,298;1117
2200;206;2702;12;Unidade;Participa��es;57.600;0;S;70.043;70.043;0;70.043;1,216;420.000,00;429.156,00;393.393,00;1,298;1118
2200;206;2702;12;Unidade;Participa��es;25.200;0;S;43.092;43.092;0;43.092;1,71;280.000,00;281.172,00;257.741,00;1,858;1119
2200;206;2702;12;Unidade;Participa��es;39.600;0;S;52.763;52.763;0;52.763;1,332;290.000,00;295.968,00;271.304,00;1,424;1120
2200;206;2702;12;Unidade;Participa��es;25.200;0;S;36.783;36.783;0;36.783;1,46;235.000,00;236.772,00;217.041,00;1,58;1121
2200;206;2702;12;Unidade;Participa��es;36.000;0;S;60.251;60.251;0;60.251;1,674;220.000,00;221.976,00;203.478,00;1,81;1122
2200;206;2702;12;Unidade;Participa��es;64.800;0;S;64.859;64.859;0;64.859;1,001;450.000,00;458.776,08;420.544,74;1,071;1123
2200;206;2702;14;Unidade;Vaga disponibilizada;2.000;0;N;1.840;1.840;0;1.840;0,92;3.800.000,00;3.364.774,20;3.058.120,50;1,143;663
2200;206;2702;15;Unidade;Oficina realizada;675;0;N;857;857;0;857;1,27;0;0;0;#DIV/0!;1294
2200;206;2702;17;Unidade;Biblioteca aberta;22;0;N;30;30;0;30;1,364;0;0;0;#DIV/0!;1575
2200;207;2041;1;Unidade;Oficina realizada;72;0;S;298;298;0;298;4,139;0;0;0;#DIV/0!;492
2200;207;2041;3;Unidade;Participa��es;3.000;0;N;792;792;0;792;0,264;93.000,00;1.512,00;1.512,00;16,238;1046
2200;207;2701;4;Unidade;Forma��o Realizada;27;0;S;59;59;0;59;2,185;53.000,00;0;0;#DIV/0!;1628
2200;207;2703;1;Pessoa;aluno atendido;98.000;0;S;98.000;98.000;0;98.000;1;0;0;0;#DIV/0!;1268
2200;207;2705;1;Unidade;Encontro realizado;2;0;N;1;1;0;1;0,5;8.000,00;6.564,00;6.564,00;0,609;1276
2200;207;2705;2;Unidade;Evento realizado;5;0;S;2;2;0;2;0,4;42.000,00;0;0;#DIV/0!;455
2200;207;2705;3;Unidade;Edi��es;3;0;N;0;0;0;0;0;10.000,00;0;0;#DIV/0!;454
2200;207;2705;4;Unidade;Edi��es;3;0;N;0;0;0;0;0;20.000,00;0;0;#DIV/0!;453
2200;207;2705;5;Unidade;Encontro realizado;36;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2210
2200;207;2706;1;Unidade;Laborat�rio implantado;36;0;S;18;18;0;18;0,5;0;0;0;#DIV/0!;476
2200;207;2706;2;Percentual de execu��o;Percentual da demanda atendida;100;0;N;100;100;0;100;1;0;0;0;#DIV/0!;501
2200;207;2706;6;Unidade;A��o realizada;30;0;N;58;58;0;58;1,933;0;0;0;#DIV/0!;2480
2200;207;2885;2;Pessoa;Aluno beneficiado;65;0;N;48;48;0;48;0,738;877.980,00;770.159,76;709.439,72;0,914;456
2200;207;2885;2;Pessoa;Aluno beneficiado;65;0;N;33;33;0;33;0,508;658.400,00;596.070,14;547.494,14;0,611;457
2200;207;2885;2;Pessoa;Aluno beneficiado;65;0;N;38;38;0;38;0,585;877.980,00;548.755,87;524.467,90;0,979;458
2200;207;2885;2;Pessoa;Aluno beneficiado;65;0;N;29;29;0;29;0,446;658.400,00;522.268,85;485.836,83;0,605;459
2200;207;2885;2;Pessoa;Aluno beneficiado;65;0;N;34;34;0;34;0,523;877.980,00;696.358,46;647.782,46;0,709;460
2200;207;2885;2;Pessoa;Aluno beneficiado;65;0;N;25;25;0;25;0,385;658.400,00;522.268,84;485.836,83;0,521;461
2200;207;2885;2;Pessoa;Aluno beneficiado;65;0;N;48;48;0;48;0,738;769.942,00;609.313,66;566.809,65;1,003;462
2200;207;2885;2;Pessoa;Aluno beneficiado;65;0;N;34;34;0;34;0,523;767.234,00;609.313,65;566.809,65;0,708;463
2200;207;2885;2;Pessoa;Aluno beneficiado;67;0;N;48;48;0;48;0,716;1.097.474,00;870.448,08;808.604,81;0,972;464
2200;207;2886;1;Unidade;vaga ofertada;200;0;N;0;0;0;0;0;0;0;0;#DIV/0!;483
2200;207;2886;5;Percentual de execu��o;% de crian�as com 8 anos lendo;100;0;N;89;89;0;89;0,89;3.000,00;0;0;#DIV/0!;504
2200;207;2886;7;Unidade;Escola contemplada;29;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2021
2200;207;2886;7;Unidade;Escola contemplada;15;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2022
2200;207;2886;7;Unidade;Escola contemplada;15;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2023
2200;207;2886;7;Unidade;Escola contemplada;30;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2024
2200;207;2886;7;Unidade;Escola contemplada;18;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2025
2200;207;2886;7;Unidade;Escola contemplada;20;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2026
2200;207;2886;7;Unidade;Escola contemplada;16;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2027
2200;207;2886;7;Unidade;Escola contemplada;15;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2028
2200;207;2886;7;Unidade;Escola contemplada;32;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2029
2200;207;2886;8;Unidade;Revista publicada;1;0;S;0;0;0;0;0;5.000,00;0;0;#DIV/0!;481
2200;207;2886;9;Aluno;aluno atendido;1.400;0;N;1.350;1.350;0;1.350;0,964;11.000,00;0;0;#DIV/0!;1266
2200;207;2886;14;Unidade;Evento realizado;1;0;S;0;0;0;0;0;100.000,00;0;0;#DIV/0!;2452
2200;207;2886;15;Unidade;Parceria realizada;1;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1629
2200;207;2886;16;Pessoa;aluno atendido;2.500;0;S;6.605;6.605;0;6.605;2,642;0;0;0;#DIV/0!;1630
2200;207;2886;18;Pessoa;Professor disponibilizado;5;0;N;4;4;0;4;0,8;0;0;0;#DIV/0!;2261
2200;235;2700;4;Pessoa;Aluno beneficiado;2.000;0;S;1.100;1.100;0;1.100;0,55;100.000,00;52.816,31;15.046,81;3,655;644
2200;235;2700;5;Pessoa;Aluno beneficiado;2.000;0;N;1.240;1.240;0;1.240;0,62;22.000,00;0;0;#DIV/0!;1243
2200;235;2700;17;Unidade;Programa implantado;34;0;S;0;0;0;0;0;900.000,00;0;0;#DIV/0!;1654
2200;235;2700;18;Unidade;Institui��o atendida;8;0;N;7;7;0;7;0,875;0;0;0;#DIV/0!;1655
2200;236;2041;6;Unidade;Encontro realizado;80;0;S;61;61;0;61;0,763;8.000,00;0;0;#DIV/0!;495
2200;236;2041;8;Unidade;Participa��es;300;0;N;618;618;0;618;2,06;8.000,00;0;0;#DIV/0!;494
2200;236;2386;1;Unidade;Atividade realizada;50;0;S;0;0;0;0;0;17.000,00;0;0;#DIV/0!;1246
2200;236;2700;14;Unidade;Escola beneficiada;160;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1164
2200;236;2700;15;Unidade;Escola beneficiada;177;0;S;0;0;0;0;0;0;0;0;#DIV/0!;1161
2200;237;2041;9;Pessoa;Pessoa capacitada;40;0;S;269;269;0;269;6,725;0;0;0;#DIV/0!;1577
2200;237;2404;13;Unidade;Vaga disponibilizada;3.000;0;N;125;125;0;125;0,042;1.000,00;0;0;#DIV/0!;610
2200;237;2404;14;Unidade;Turma aberta;10;0;N;41;41;0;41;4,1;0;0;0;#DIV/0!;1271
2200;237;2702;10;Unidade;Encontro realizado;3.000;0;S;2.907;2.907;0;2.907;0,969;0;0;0;#DIV/0!;1125
2200;241;2886;6;Unidade;Publica��o realizada;1;0;N;0;0;0;0;0;5.000,00;0;0;#DIV/0!;505
2301;30;2616;1;Unidade;Atendimento realizado;107.785;0;S;103.918;103.918;0;103.918;0,964;64.958.920,00;60.178.968,96;55.397.706,04;1,131;856
2301;30;2616;2;Unidade;Parto realizado;2.728;0;S;2.505;2.505;0;2.505;0,918;0;0;0;#DIV/0!;857
2301;30;2875;1;Pessoa;Paciente atendido;75.432;0;S;78.622;78.622;0;78.622;1,042;155.318.224,00;140.748.920,24;130.612.909,67;1,239;862
2301;30;2875;2;Unidade;Atendimento realizado;90.002;0;S;90.679;90.679;0;90.679;1,008;4.920.100,00;6.285.579,90;4.186.319,53;1,184;863
2301;30;2875;3;Unidade;Atendimento realizado;58.356;0;S;37.230;37.230;0;37.230;0,638;2.461.533,00;1.340.490,46;970.927,68;1,617;864
2301;30;2875;4;Unidade;Atendimento realizado;155.664;0;S;133.489;133.489;0;133.489;0,858;621.099,00;2.381.249,92;1.302.331,69;0,409;2008
2302;28;2829;1;Unidade;Vistoria realizada;58.500;0;S;59.097;59.097;0;59.097;1,01;6.515.000,00;2.315.631,85;1.976.893,01;3,329;685
2302;28;2829;2;Unidade;Vistoria realizada;40.000;0;S;41.082;41.082;0;41.082;1,027;659.000,00;262.991,18;135.083,35;5,01;686
2302;28;2829;3;Percentual;Investiga��o realizada;80;0;N;92;92;0;92;1,149;8.746.000,00;8.358.071,51;6.788.402,45;1,481;1702
2302;28;2829;7;Percentual de execu��o;Centro com campanha implantada;100;0;S;0;0;0;0;0;0;0;0;#DIV/0!;2218
2302;28;2829;8;Unidade;Vistoria realizada;3.859.876;0;S;5.306.600;5.306.600;0;5.306.600;1,375;12.422.000,00;8.959.134,95;7.009.714,37;2,436;1987
2302;28;2829;9;Unidade;Turma Formada;60;0;S;51;51;0;51;0,85;3.652.000,00;2.678.143,03;2.340.802,53;1,326;1994
2302;30;2616;1;Unidade;Atendimento realizado;60;0;S;0;0;0;0;0;120.000,00;0;0;#DIV/0!;2503
2302;114;2891;1;Unidade;Consulta especializada realizada;395.000;0;S;534.097;534.097;0;534.097;1,352;3.920.000,00;4.224.812,43;2.262.204,79;2,343;1144
2302;114;2891;2;Unidade;Procedimento realizado;550.000;0;S;501.991;501.991;0;501.991;0,913;0;0;0;#DIV/0!;1145
2302;114;2891;5;Unidade;Equipamento existente;1;0;N;1;1;0;1;1;0;0;0;#DIV/0!;2227
2302;114;2891;5;Unidade;Equipamento existente;1;0;N;1;1;0;1;1;0;0;0;#DIV/0!;2228
2302;114;2891;5;Unidade;Equipamento existente;1;0;N;1;1;0;1;1;0;0;0;#DIV/0!;2229
2302;114;2891;5;Unidade;Equipamento existente;1;0;N;1;1;0;1;1;0;0;0;#DIV/0!;2230
2302;114;2891;5;Unidade;Equipamento existente;1;0;N;1;1;0;1;1;0;0;0;#DIV/0!;2232
2302;114;2891;10;Unidade;Atendimento realizado;260.000;0;S;290.966;290.966;0;290.966;1,119;5.680.000,00;5.029.276,23;4.092.004,26;1,553;2226
2302;114;2891;11;Unidade;Vistoria realizada;820;0;S;945;945;0;945;1,152;200.000,00;11.536,00;1.850,00;124,588;2448
2302;114;2892;1;Unidade;Consulta especializada realizada;1.200.000;0;S;1.240.496;1.240.496;0;1.240.496;1,034;9.421.000,00;12.867.720,24;9.718.185,51;1,002;1146
2302;114;2892;2;Unidade;Procedimento realizado;9.400.000;0;S;11.138.672;11.138.672;0;11.138.672;1,185;334.180.000,00;359.262.829,06;304.340.220,93;1,301;1147
2302;114;2892;3;Unidade;Cirurgia realizada;75.000;0;S;107.729;107.729;0;107.729;1,436;1.500.000,00;190.524,79;190.524,79;11,309;1988
2302;114;2893;1;Unidade;Atendimento realizado;1.150.000;0;S;1.392.378;1.392.378;0;1.392.378;1,211;77.425.100,00;89.541.300,34;66.463.348,95;1,41;1316
2302;117;2662;6;Percentual de execu��o;Projeto executado;70;0;S;26;26;0;26;0,371;2.000.000,00;2.813.645,47;927.309,37;0,801;1990
2302;117;2662;7;Percentual de execu��o;Projeto executado;20;0;S;0;0;0;0;0;3.450.000,00;1.799.395,60;1.799.395,60;0;1991
2302;117;2662;9;Percentual de execu��o;Projeto executado;9;0;S;0;0;0;0;0;1.245.000,00;0;0;#DIV/0!;1993
